jobtitle,company,city,state,country,language,formattedLocation,source,date,snippet,url,onmousedown,latitude,longitude,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations
Frontend Software Engineer,Communicate Recruitment,City Bowl,WC,ZA,en,"City Bowl, Western Cape",Communicate Recruitment,"Fri, 22 Nov 2019 14:47:56 GMT",Work in conjunction with a dynamic squad (backend developers and <b>data</b> <b>scientist</b>) by providing expertise on frontend development with a focus on digital…,http://www.indeed.co.za/viewjob?jk=25bc816914af44cc&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT-mHw-YaUyfivQUrSEUSGE4&indpubnum=9091824477922251&atk=1drajn11b33v9001,"indeed_clk(this,'7803');",-33.92615,18.414324,25bc816914af44cc,False,False,False,"City Bowl, Western Cape",12 days ago,
Backend Python Engineer,AES Global,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Ditto Jobs ATS,"Thu, 03 Oct 2019 11:18:02 GMT",You will work with a team of 70+ ranging from software and web developers to <b>data</b> <b>scientists</b> and machine learning experts.,http://www.indeed.co.za/viewjob?jk=01fc99d3c0756bf1&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-33.91667,18.41667,01fc99d3c0756bf1,False,False,False,"Cape Town, Western Cape",30+ days ago,
Microsoft BI Developer,Nigel Frank International Limited,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Nigel Frank International Limited,"Sun, 22 Sep 2019 10:56:57 GMT","<b>Data</b> <b>Scientist</b> - Cape Town, South Africa **. As a <b>data</b> <b>scientist</b> you will have a number of responsibilities. This organisation is a premier Google partner, and…",http://www.indeed.co.za/viewjob?jk=3bdaa09304700506&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-33.91667,18.41667,3bdaa09304700506,False,False,False,"Cape Town, Western Cape",30+ days ago,
Data Scientist,Specibase,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Indeed,"Mon, 02 Dec 2019 10:57:22 GMT","Processing, cleaning and verifying the integrity of <b>data</b> used in analysis. To assist the Head of Analytics in identifying, developing and implementing advanced…",http://www.indeed.co.za/viewjob?jk=c1422760ec82fed0&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-26.20227,28.04363,c1422760ec82fed0,False,False,True,"Johannesburg, Gauteng",2 days ago,
Data Scientist,Grind Square,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Indeed,"Thu, 07 Nov 2019 19:21:46 GMT",Proven experience as a <b>Data</b> <b>Scientist</b> or <b>Data</b> Analyst. We are looking for Experienced <b>Data</b> Science freelancers to work on <b>data</b> projects for SMEs.,http://www.indeed.co.za/viewjob?jk=e62b05e8da5af0e3&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-33.91667,18.41667,e62b05e8da5af0e3,False,False,True,"Cape Town, Western Cape",27 days ago,
Data Scientist for InsurTech startup (Part-time/Freelance),Overscore PTY Ltd,Fourways,GP,ZA,en,"Fourways, Gauteng",Indeed,"Fri, 20 Sep 2019 11:41:48 GMT","<b>Data</b> pipeline, automation and <b>Data</b> engineering experience. This requires collecting <b>data</b> from disparate <b>data</b> sources across different platforms (mostly via API)…",http://www.indeed.co.za/viewjob?jk=e826c2047d69a5b4&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-26.02111,28.00917,e826c2047d69a5b4,False,False,True,"Fourways, Gauteng",30+ days ago,
Data Scientist,Nihilent Limited,Bryanston,GP,ZA,en,"Bryanston, Gauteng",Indeed,"Tue, 03 Dec 2019 08:41:10 GMT","Google <b>Data</b> Studio, Microsoft PowerBI. Reviewing any <b>data</b> discrepancy reported by agencies or execs. Tracking and tagging all the digital platforms:",http://www.indeed.co.za/viewjob?jk=cfddc9dcd78303f0&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-26.05,28.03333,cfddc9dcd78303f0,False,False,True,"Bryanston, Gauteng",2 days ago,
Data Scientist,iKhokha,Durban,ZN,ZA,en,"Durban, KwaZulu-Natal",iKhokha,"Sat, 23 Nov 2019 03:26:17 GMT",Document <b>data</b> processes and best practices for <b>data</b> quality. Combine <b>data</b> from disparate <b>data</b> sources and build meaningful <b>data</b> sets for reporting and business…,http://www.indeed.co.za/viewjob?jk=89ce0135a554423d&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-29.85,31.01667,89ce0135a554423d,False,False,True,"Durban, KwaZulu-Natal",12 days ago,
Data Scientist,Wire Speed Systems,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng 2195",Indeed,"Mon, 07 Oct 2019 07:53:09 GMT",Develop custom <b>data</b> models and algorithms to apply to <b>data</b> sets. Assess the effectiveness and accuracy of new <b>data</b> sources and <b>data</b> gathering techniques.,http://www.indeed.co.za/viewjob?jk=3eba0c9299a5071b&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-26.2,28.0833,3eba0c9299a5071b,False,False,True,"Johannesburg, Gauteng 2195",30+ days ago,
Senior Data scientist (NLP/ Computer Vision),Cape Town AI,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Indeed,"Tue, 26 Nov 2019 12:00:20 GMT",University Graduate with at least 2+ years experience as a <b>data</b> scientist/engineer/strategist. Lots of hands-on experience with building machine learning models…,http://www.indeed.co.za/viewjob?jk=4fe99fbb207fea0a&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-33.91667,18.41667,4fe99fbb207fea0a,False,False,True,"Cape Town, Western Cape",8 days ago,
Senior Data Scientist,Luno,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Luno,"Thu, 28 Nov 2019 12:33:09 GMT","As Senior <b>Data</b> <b>Scientist</b>, you will be part of Gorden's team, meet him here. Solid understanding of exploratory <b>data</b> analysis, predictive analytics, and…",http://www.indeed.co.za/viewjob?jk=c9b3656edfe9c8fc&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-26.20227,28.04363,c9b3656edfe9c8fc,False,False,True,"Johannesburg, Gauteng",6 days ago,
Data Scientist – Centurion,Hire Resolve,Centurion,GP,ZA,en,"Centurion, Gauteng",Hire Resolve,"Thu, 12 Sep 2019 14:36:39 GMT",A well-established development company in the telecoms space are looking for a passionate <b>Data</b> <b>Scientist</b> with experience in <b>Data</b> Warehouse Development for their…,http://www.indeed.co.za/viewjob?jk=8dee96a928b6a34e&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-25.87444,28.17056,8dee96a928b6a34e,False,False,False,"Centurion, Gauteng",30+ days ago,
Data Scientist,PEPKOR,Parow,WC,ZA,en,"Parow, Western Cape",Indeed,"Tue, 03 Dec 2019 08:20:45 GMT","We are looking for a <b>Data</b> <b>Scientist</b> that will help us discover the information hidden in vast amounts of <b>data</b>, and help us make smarter decisions to deliver…",http://www.indeed.co.za/viewjob?jk=c38c5c8e02072eb0&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-33.9,18.6,c38c5c8e02072eb0,False,False,True,"Parow, Western Cape",2 days ago,
Data Scientist,Tumaini Consulting,Centurion,GP,ZA,en,"Centurion, Gauteng",Tumaini Consulting,"Wed, 30 Oct 2019 10:21:44 GMT",2 years+ experience as a <b>Data</b> <b>Scientist</b>. A large Financial Institution in Centurion is looking for a <b>Data</b> <b>Scientist</b> to join their team.,http://www.indeed.co.za/viewjob?jk=664b8fb467dedd77&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-25.87444,28.17056,664b8fb467dedd77,False,False,True,"Centurion, Gauteng",30+ days ago,
Data Scientist/Data Analyst,Tumaini Consulting,Centurion,GP,ZA,en,"Centurion, Gauteng",Tumaini Consulting,"Tue, 12 Nov 2019 16:21:22 GMT",An esteemed insurance firm based in Centurion is seeking an enthusiastic <b>data</b> analyst or <b>data</b> <b>scientist</b> to join their team. Are you passionate about <b>data</b>?,http://www.indeed.co.za/viewjob?jk=572f2ebd154c427a&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-25.87444,28.17056,572f2ebd154c427a,False,False,True,"Centurion, Gauteng",22 days ago,
Data Scientist (Actuarial Background),Tumaini Consulting,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Tumaini Consulting,"Thu, 31 Oct 2019 10:21:29 GMT",Are you an Actuarial Analyst currently within a <b>Data</b> <b>Scientist</b> position? Currently within a <b>Data</b> Science position. A minimum of 6 Exams.,http://www.indeed.co.za/viewjob?jk=c57909fa76f2e648&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-26.20227,28.04363,c57909fa76f2e648,False,False,True,"Johannesburg, Gauteng",30+ days ago,
Data Scientist – Machine Learning,Mass Staffing Projects,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Mass Staffing Projects,"Thu, 07 Nov 2019 18:32:36 GMT",5 Years’ Experience in the Quants and <b>data</b> space. The purpose of this role is to use <b>data</b> to optimise products to maximise profits for the business.,http://www.indeed.co.za/viewjob?jk=4aa85c68c775f1c8&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-26.20227,28.04363,4aa85c68c775f1c8,False,False,True,"Johannesburg, Gauteng",27 days ago,
Data Scientist,Tumaini Consulting,Pretoria,GP,ZA,en,"Pretoria, Gauteng",Tumaini Consulting,"Tue, 29 Oct 2019 10:21:25 GMT","5-7 years’ experience as a <b>Data</b> <b>Scientist</b>. Knowledge of <b>Data</b> Warehousing, Multi-dimensional <b>data</b> analytics and Cloud-Based Big <b>Data</b> environments.",http://www.indeed.co.za/viewjob?jk=21c22596cc72a088&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-25.74486,28.18783,21c22596cc72a088,False,False,True,"Pretoria, Gauteng",30+ days ago,
Data Scientist,Tumaini Consulting,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Tumaini Consulting,"Thu, 31 Oct 2019 10:21:27 GMT","Experience in Machine Learning, Big <b>Data</b> and AI. The ideal candidate will have a BSc Actuarial Science degree, made good progress with CT exams and have…",http://www.indeed.co.za/viewjob?jk=5ed8b80da7f5ac72&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-26.20227,28.04363,5ed8b80da7f5ac72,False,False,True,"Johannesburg, Gauteng",30+ days ago,
Data Scientist,Goldman Tech Resourcing,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Goldman Tech Resourcing,"Thu, 05 Sep 2019 16:06:55 GMT",They are looking for a Junior <b>Data</b> <b>Scientist</b> to join their team. An exciting opportunity exists at a well-known Insurance firm based in Johannesburg.,http://www.indeed.co.za/viewjob?jk=023f386523d0c8f9&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-26.20227,28.04363,023f386523d0c8f9,False,False,True,"Johannesburg, Gauteng",30+ days ago,
Field Application Scientist,Complete Genomics,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Complete Genomics,"Wed, 21 Aug 2019 22:01:36 GMT","Field Application <b>Scientist</b> (Cape Town, South Africa). Troubleshoot issues related to experimental design, <b>data</b> processing, software operation, sample…",http://www.indeed.co.za/viewjob?jk=b9712a1df710967f&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-33.91667,18.41667,b9712a1df710967f,False,False,True,"Cape Town, Western Cape",30+ days ago,
Data Scientist,Let's Recruit,Centurion,GP,ZA,en,"Centurion, Gauteng",Indeed,"Mon, 25 Nov 2019 16:15:37 GMT","5-8 years' <b>data</b> analysis experience. Create and deliver data-driven solutions that add business value through the use of statistical models, machine learning…",http://www.indeed.co.za/viewjob?jk=156a27bf73ad007d&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-25.87444,28.17056,156a27bf73ad007d,False,False,True,"Centurion, Gauteng",9 days ago,
Head Data TPS,Adept Advisory (Pty) Ltd,Sandton,GP,ZA,en,"Sandton, Gauteng",Indeed,"Tue, 19 Nov 2019 10:36:38 GMT",Management of team of <b>data</b> <b>scientists</b> and developers. Monitoring and analytics of <b>data</b> trends. Building and implementation of new <b>Data</b> Practice to be rolled out…,http://www.indeed.co.za/viewjob?jk=099ea2f2c8c2c1ad&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-26.101385,28.04619,099ea2f2c8c2c1ad,False,False,True,"Sandton, Gauteng",15 days ago,
Fraud Data Scientist,Luno,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Luno,"Wed, 04 Dec 2019 16:34:14 GMT","As Fraud <b>Data</b> <b>Scientist</b>, you will be part of Gorden's team, meet him here. Identifying opportunities in the business that could benefit most from cognitive…",http://www.indeed.co.za/viewjob?jk=9fe55ef27c8c5641&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-33.91667,18.41667,9fe55ef27c8c5641,False,False,True,"Cape Town, Western Cape",16 hours ago,
Data Scientist Associate,Luno,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Luno,"Thu, 28 Nov 2019 12:33:09 GMT","You will apply the scientific method to generate and test hypotheses to solve business needs through the use of <b>data</b> and analytics, including the use of machine…",http://www.indeed.co.za/viewjob?jk=d47e47a29b285f2b&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-33.91667,18.41667,d47e47a29b285f2b,False,False,True,"Cape Town, Western Cape",6 days ago,
DATA SCIENTIST | HIRT & CARTER,Hirt & Carter,Durban,ZN,ZA,en,"Durban, KwaZulu-Natal",Hirt & Carter,"Mon, 18 Feb 2019 14:26:17 GMT",The development of <b>data</b> requirements for business systems and <b>data</b> requirements that support digital products. CORE PURPOSE OF THE JOB:,http://www.indeed.co.za/viewjob?jk=3acfc38d6ad9b3d5&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstTw3sZc274Pik9r_saii638g&indpubnum=9091824477922251&atk=1drajn1n3f2dq800,"indeed_clk(this,'8499');",-29.85,31.01667,3acfc38d6ad9b3d5,False,False,True,"Durban, KwaZulu-Natal",9 months ago,
Full Stack Developer,The Change Lab,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Indeed,"Mon, 14 Oct 2019 09:43:17 GMT","Work with <b>data</b> <b>scientists</b> and analysts to improve software. Ability to write code, design and implement software and analyze <b>data</b>.",http://www.indeed.co.za/viewjob?jk=e9bf4492029fdfe7&qd=_2otc9hbdFJBv5z8Fcdsn2-b0nnsPWs6xM_ANye41tkV07CpYWUlemtjEVO0vTDEY_-taoSSxwsGCgAqkHstT_mLLiO7ijuO4vHeXqrsuqw&indpubnum=9091824477922251&atk=1drajn2dnblv4800,"indeed_clk(this,'9194');",-26.20227,28.04363,e9bf4492029fdfe7,False,False,True,"Johannesburg, Gauteng",30+ days ago,
